code,province,district,Tambon
140412,พระนครศรีอยุธยา,อำเภอบางไทร,ช้างน้อย
140413,พระนครศรีอยุธยา,อำเภอบางไทร,ห่อหมก
140414,พระนครศรีอยุธยา,อำเภอบางไทร,ไผ่พระ
140415,พระนครศรีอยุธยา,อำเภอบางไทร,กกแก้วบูรพา
140416,พระนครศรีอยุธยา,อำเภอบางไทร,ไม้ตรา
140417,พระนครศรีอยุธยา,อำเภอบางไทร,บ้านม้า
140418,พระนครศรีอยุธยา,อำเภอบางไทร,บ้านเกาะ
140419,พระนครศรีอยุธยา,อำเภอบางไทร,ราชคราม
140420,พระนครศรีอยุธยา,อำเภอบางไทร,ช้างใหญ่
140421,พระนครศรีอยุธยา,อำเภอบางไทร,โพแตง
140422,พระนครศรีอยุธยา,อำเภอบางไทร,เชียงรากน้อย
140423,พระนครศรีอยุธยา,อำเภอบางไทร,โคกช้าง
140501,พระนครศรีอยุธยา,อำเภอบางบาล,บางบาล
140502,พระนครศรีอยุธยา,อำเภอบางบาล,วัดยม
140503,พระนครศรีอยุธยา,อำเภอบางบาล,ไทรน้อย
140504,พระนครศรีอยุธยา,อำเภอบางบาล,สะพานไทย
140505,พระนครศรีอยุธยา,อำเภอบางบาล,มหาพราหมณ์
140506,พระนครศรีอยุธยา,อำเภอบางบาล,กบเจา
140507,พระนครศรีอยุธยา,อำเภอบางบาล,บ้านคลัง
140508,พระนครศรีอยุธยา,อำเภอบางบาล,พระขาว
140509,พระนครศรีอยุธยา,อำเภอบางบาล,น้ำเต้า
140510,พระนครศรีอยุธยา,อำเภอบางบาล,ทางช้าง
140511,พระนครศรีอยุธยา,อำเภอบางบาล,วัดตะกู
140512,พระนครศรีอยุธยา,อำเภอบางบาล,บางหลวง
140513,พระนครศรีอยุธยา,อำเภอบางบาล,บางหลวงโดด
140514,พระนครศรีอยุธยา,อำเภอบางบาล,บางหัก
140515,พระนครศรีอยุธยา,อำเภอบางบาล,บางชะนี
140516,พระนครศรีอยุธยา,อำเภอบางบาล,บ้านกุ่ม
140601,พระนครศรีอยุธยา,อำเภอบางปะอิน,บ้านเลน
140602,พระนครศรีอยุธยา,อำเภอบางปะอิน,เชียงรากน้อย
140603,พระนครศรีอยุธยา,อำเภอบางปะอิน,บ้านโพ
